ell,residuals,osc_fit
839,-4.728622017018051e-13,-2.56443926199837e-13
840,-4.822021169233488e-13,-2.622176652145905e-13
841,-4.902588334731469e-13,-2.673301816502614e-13
842,-4.97021539764053e-13,-2.717686655218953e-13
843,-5.024828166535595e-13,-2.7552199570893803e-13
844,-5.066386312729702e-13,-2.785807678204546e-13
845,-5.094883220895855e-13,-2.8093731775888655e-13
846,-5.110345753060442e-13,-2.8258574092331334e-13
847,-5.112833927233739e-13,-2.835219070040917e-13
848,-5.102440512156877e-13,-2.8374347033181207e-13
849,-5.079290539858975e-13,-2.832498757546367e-13
850,-5.043540737919143e-13,-2.820423600292953e-13
851,-4.995378883528766e-13,-2.801239487222516e-13
852,-4.935023081641034e-13,-2.7749944862880684e-13
853,-4.86272096967478e-13,-2.741754357291328e-13
854,-4.778748851421164e-13,-2.701602387114139e-13
855,-4.683410762962815e-13,-2.654639181033842e-13
856,-4.577037473578802e-13,-2.6009824106454014e-13
857,-4.4599854247535884e-13,-2.540766519022013e-13
858,-4.332635610552792e-13,-2.474142383852858e-13
859,-4.195392402754975e-13,-2.4012769394020806e-13
860,-4.048682324249944e-13,-2.3223527582362145e-13
861,-3.8929527743249197e-13,-2.2375675937680847e-13
862,-3.7286707095584556e-13,-2.1471338847633857e-13
863,-3.55632128412964e-13,-2.0512782230514637e-13
864,-3.3764064534306583e-13,-1.950240785773986e-13
865,-3.189443544934115e-13,-1.8442747335941575e-13
866,-2.995963800325527e-13,-1.7336455763741194e-13
867,-2.79651089295346e-13,-1.6186305079101824e-13
868,-2.5916394246860265e-13,-1.4995177113925788e-13
869,-2.38191340628052e-13,-1.3766056373300687e-13
870,-2.167904725389856e-13,-1.2502022557486193e-13
871,-1.9501916063239746e-13,-1.1206242845378675e-13
872,-1.729357065677133e-13,-9.881963958788258e-14
873,-1.5059873679090698e-13,-8.53250402741195e-14
874,-1.2806704849346926e-13,-7.161244274887257e-14
875,-1.0539945637360637e-13,-5.771620546754913e-14
876,-8.265464059531238e-14,-4.367114701562192e-14
877,-5.989099633514341e-14,-2.9512458866745184e-14
878,-3.7166485298670775e-14,-1.5275617206559188e-14
879,-1.4538489580530485e-14,-9.96294043117069e-16
880,7.936331767279665e-15,1.3289732173343595e-14
881,3.020218310428595e-14,2.7546666197331966e-14
882,5.220426916432092e-14,4.1738785677117545e-14
883,7.38889282802053e-14,5.583053066110229e-14
884,9.520376155167134e-14,6.97865926972709e-14
885,1.1609775765038002e-13,8.357200330250063e-14
886,1.3652141297094238e-13,9.715222158002078e-14
887,1.5642684685056128e-13,1.1049322076551653e-13
888,1.757679115960473e-13,1.23561573485014e-13
889,1.9450029707264482e-13,1.363245355109255e-13
890,2.125816296251853e-13,1.487501278063947e-13
891,2.299715651197567e-13,1.6080721665237002e-13
892,2.46631875910591e-13,1.7246559165663975e-13
893,2.6252653155530104e-13,1.8369604144936906e-13
894,2.776217731192102e-13,1.9447042687546619e-13
895,2.9188618092785465e-13,2.047617515004103e-13
896,3.0529073564571575e-13,2.1454422925284777e-13
897,3.178088725772732e-13,2.2379334903449624e-13
898,3.294165291058649e-13,2.324859361354579e-13
899,3.400921852045472e-13,2.4060021030106194e-13
900,3.498168969718583e-13,2.4811584030474204e-13
901,3.585743231646634e-13,2.550139948902116e-13
902,3.6635074471866795e-13,2.612773899552942e-13
903,3.731350772661023e-13,2.668903318591863e-13
904,3.789188766783882e-13,2.7183875674463656e-13
905,3.8369633767996477e-13,2.7611026577652645e-13
906,3.874642855971874e-13,2.7969415620854325e-13
907,3.9022216132421124e-13,2.8258144820011524e-13
908,3.919719996045616e-13,2.8476490731641246e-13
909,3.92718400744395e-13,2.862390626550369e-13
910,3.9246849588938884e-13,2.870002205539835e-13
911,3.9123190601361126e-13,2.8704647384652603e-13
912,3.890206947834419e-13,2.863777066398376e-13
913,3.85849315475124e-13,2.849955946053737e-13
914,3.817345521379364e-13,2.8290360078028814e-13
915,3.7669545520924745e-13,2.801069668904044e-13
916,3.7075327180001033e-13,2.76612700216482e-13
917,3.63931370881763e-13,2.724295560366865e-13
918,3.5625516361751013e-13,2.675680156892549e-13
919,3.477520190895695e-13,2.6204026031032424e-13
920,3.384511756874621e-13,2.558601403127248e-13
921,3.2838364842795894e-13,2.49043140682213e-13
922,3.1758213248774024e-13,2.4160634217809665e-13
923,3.060809032367961e-13,2.335683785354759e-13
924,2.9391571306701895e-13,2.2494938977631768e-13
925,2.8112368531662373e-13,2.1577097174636963e-13
926,2.67743205595656e-13,2.0605612200433847e-13
927,2.5381381082236936e-13,1.958291821989202e-13
928,2.393760762829053e-13,1.851157770780614e-13
929,2.2447150102969106e-13,1.7394275028327118e-13
930,2.0914239193504825e-13,1.6233809708985802e-13
931,1.9343174671733386e-13,1.5033089426161902e-13
932,1.7738313625670717e-13,1.3795122719573585e-13
933,1.610405865165447e-13,1.2523011454043533e-13
934,1.4444846038463197e-13,1.1219943047426716e-13
935,1.2765133974563598e-13,9.889182484177133e-14
936,1.1069390809264079e-13,8.534064134561875e-14
937,9.362083398150957e-14,7.15798340002139e-14
938,7.647665562657439e-14,5.764388205609275e-14
939,5.930566693021174e-14,4.3567703608282554e-14
940,4.2151805232791823e-14,2.9386568105087425e-14
941,2.5058541061477685e-14,1.5136007976518632e-14
942,8.068770149247376e-15,8.517296037927592e-16
943,-8.775292013767482e-15,-1.3430476147014353e-14
944,-2.5432212843367083e-14,-2.767482360302029e-14
945,-4.186144229530456e-14,-4.18456219495563e-14
946,-5.802340923738493e-14,-5.590736465751978e-14
947,-7.387961433738247e-14,-6.982481844897645e-14
948,-8.939271925600033e-14,-8.356311157810114e-14
949,-1.0452663194594852e-13,-9.708782120625899e-14
950,-1.1924658787033336e-13,-1.1036505965229943e-13
951,-1.335192269663654e-13,-1.233615593019546e-13
952,-1.4731266619311266e-13,-1.3604475596358113e-13
953,-1.6059656751558137e-13,-1.4838287046141628e-13
954,-1.7334220119063746e-13,-1.6034498826186947e-13
955,-1.8552250423430368e-13,-1.719011369333653e-13
956,-1.9711213396383578e-13,-1.8302236124564193e-13
957,-2.080875165219791e-13,-1.9368079572033707e-13
958,-2.1842689030520425e-13,-2.0384973445107844e-13
959,-2.281103442318872e-13,-2.1350369801813562e-13
960,-2.371198508007501e-13,-2.2261849732997221e-13
961,-2.4543929390411814e-13,-2.311712942317362e-13
962,-2.530544913750473e-13,-2.3914065872882114e-13
963,-2.5995321226112353e-13,-2.4650662268213516e-13
964,-2.661251888323592e-13,-2.532507298405143e-13
965,-2.7156212334391224e-13,-2.5935608208493697e-13
966,-2.762576895885484e-13,-2.6480738176866185e-13
967,-2.802075292869676e-13,-2.6959097004720224e-13
968,-2.834092433774497e-13,-2.7369486110209733e-13
969,-2.8586237827906023e-13,-2.771087721727283e-13
970,-2.875684072154335e-13,-2.7982414932093166e-13
971,-2.885307066982645e-13,-2.818341888638538e-13
972,-2.887545282814293e-13,-2.831338544213422e-13
973,-2.882469657082188e-13,-2.8371988953516447e-13
974,-2.8701691758510373e-13,-2.8359082582842924e-13
975,-2.8507504572586266e-13,-2.8274698668477e-13
976,-2.824337293201056e-13,-2.8119048643807116e-13
977,-2.7910701508958983e-13,-2.789252250747665e-13
978,-2.751105636047764e-13,-2.7595687846198465e-13
979,-2.704615919424766e-13,-2.7229288412602544e-13
980,-2.6517881287331655e-13,-2.679424226168016e-13
981,-2.592823707749531e-13,-2.629163945049371e-13
982,-2.527937744737325e-13,-2.5722739306916484e-13
983,-2.457358272234831e-13,-2.5088967274244586e-13
984,-2.3813255403557205e-13,-2.4391911339588697e-13
985,-2.300091265792106e-13,-2.363331805499372e-13
986,-2.213917858751147e-13,-2.281508816125618e-13
987,-2.1230776300919333e-13,-2.1939271825404365e-13
988,-2.027851980958224e-13,-2.1008063503774253e-13
989,-1.928530577224957e-13,-2.0023796443552347e-13
990,-1.8254105110925682e-13,-1.8988936836562272e-13
991,-1.7187954521728897e-13,-1.7906077639944353e-13
992,-1.6089947904133868e-13,-1.6777932079209007e-13
993,-1.496322773203605e-13,-1.5607326849945622e-13
994,-1.381097638998121e-13,-1.4397195035218684e-13
995,-1.263640749775589e-13,-1.315056875639827e-13
996,-1.1442757246305742e-13,-1.187057157583892e-13
997,-1.023327576769106e-13,-1.056041067044284e-13
998,-9.011218561442116e-14,-9.223368795717444e-14
999,-7.77983799929892e-14,-7.862796060462208e-14
1000,-6.542374929869553e-14,-6.482101532694082e-14
1001,-5.302050404249102e-14,-5.084744697844916e-14
1002,-4.06205754309395e-14,-3.6742267906304427e-14
1003,-2.8255535650514998e-14,-2.2540820223136806e-14
1004,-1.5956519957896222e-14,-8.278687253409094e-15
1005,-3.754150762098938e-15,6.008395624604926e-15
1006,8.32153612334466e-15,2.0284630517830048e-14
1007,2.0241162887372747e-14,3.451424671403706e-14
1008,3.197607862501219e-14,4.8661590309385525e-14
1009,4.34984255834013e-14,6.269121354328998e-14
1010,5.478120260480768e-14,7.656796361677298e-14
1011,6.579832563023713e-14,9.025707077174888e-14
1012,7.652468513648694e-14,1.0372423541057519e-13
1013,8.69362003891225e-14,1.169357140375444e-13
1014,9.700987040358205e-14,1.2985840380700976e-13
1015,1.0672382151646937e-13,1.4245992546628817e-13
1016,1.1605735147930824e-13,1.5470870448551966e-13
1017,1.2499096999714545e-13,1.665740501712032e-13
1018,1.335064356447331e-13,1.7802623256518135e-13
1019,1.4158678910337591e-13,1.8903655693639396e-13
1020,1.492163826720113e-13,1.99577435678756e-13
1021,1.5638090601632767e-13,2.0962245743500148e-13
1022,1.6306740813040605e-13,2.1914645327331852e-13
1023,1.6926431549539961e-13,2.2812555975093306e-13
1024,1.7496144643034157e-13,2.3653727870665e-13
1025,1.8015002164012625e-13,2.443605336325268e-13
1026,1.8482267097589798e-13,2.515757224834343e-13
1027,1.8897343643288586e-13,2.5816476679218603e-13
1028,1.9259777142052066e-13,2.6411115696717067e-13
1029,1.9569253634909957e-13,2.693999936589916e-13
1030,1.9825599058663426e-13,2.740180250924598e-13
1031,2.002877808484986e-13,2.7795368027041136e-13
1032,2.017889260912979e-13,2.8119709796613927e-13
1033,2.0276179899084093e-13,2.83740151431807e-13
1034,2.03210104092245e-13,2.85576468760929e-13
1035,2.031388527281168e-13,2.8670144885389947e-13
1036,2.025543348081845e-13,2.8711227294656444e-13
1037,2.0146408759083535e-13,2.868079116729528e-13
1038,1.9987686155394407e-13,2.857891276444683e-13
1039,1.978025834885134e-13,2.840584735390806e-13
1040,1.9525231694481357e-13,2.8162028570530467e-13
1041,1.9223822016601485e-13,2.784806732969906e-13
1042,1.887735016497417e-13,2.746475029661517e-13
1043,1.8487237348229037e-13,2.7013037915218383e-13
1044,1.805500025947885e-13,2.649406200168614e-13
1045,1.7582246009415949e-13,2.590912290854107e-13
1046,1.70706668825261e-13,2.5259686266471437e-13
1047,1.6522034932328202e-13,2.4547379312028637e-13
1048,1.59381964317979e-13,2.3773986810402993e-13
1049,1.5321066195330058e-13,2.2941446583493695e-13
1050,1.4672621788743617e-13,2.205184465447857e-13
1051,1.3994897643926464e-13,2.110741002104768e-13
1052,1.3289979094791765e-13,2.011050907039936e-13
1053,1.255999635121748e-13,1.9063639649990822e-13
1054,1.1807118427605912e-13,1.7969424808900422e-13
1055,1.1033547042641251e-13,1.683060622548315e-13
1056,1.0241510506674609e-13,1.5650037337787159e-13
1057,9.43325761303592e-14,1.4430676193943796e-13
1058,8.61105154933225e-14,1.3175578040445296e-13
1059,7.777163844578867e-14,1.1887887666880887e-13
1060,6.933868367701782e-14,1.0570831526313495e-13
1061,6.083435392636741e-14,9.22770965103761e-14
1062,5.22812574489288e-14,7.861887383977929e-14
1063,4.3701850440376906e-14,6.47678694644397e-14
1064,3.5118380561553116e-14,5.0758788633696585e-14
1065,2.6552831698419883e-14,3.6626732675227775e-14
1066,1.8026870088236552e-14,2.240711104472506e-14
1067,9.561791937613592e-15,8.135552603520378e-15
1068,1.1784726524769e-15,-6.1521836535356105e-15
1069,-7.102682205683982e-15,-2.042029819624896e-14
1070,-1.5261784128919824e-14,-3.4633040658844027e-14
1071,-2.3279506935104863e-14,-4.875479941651779e-14
1072,-3.113713000770797e-14,-6.27501908143732e-14
1073,-3.881657941380674e-14,-7.658414782514629e-14
1074,-4.6300466818023945e-14,-9.022200791358705e-14
1075,-5.357212611674124e-14,-1.0362959988734019e-13
1076,-6.061564772415402e-14,-1.1677332951671093e-13
1077,-6.741591044863914e-14,-1.2962026370878594e-13
1078,-7.395861090524247e-14,-1.4213821302500358e-13
1079,-8.023029041719835e-14,-1.542958123354056e-13
1080,-8.621835936677624e-14,-1.6606259940750857e-13
1081,-9.191111896290673e-14,-1.7740909123284661e-13
1082,-9.729778040047153e-14,-1.8830685789996676e-13
1083,-1.023684813932689e-13,-1.9872859382877002e-13
1084,-1.0711430006995653e-13,-2.0864818618771306e-13
1085,-1.1152726622945937e-13,-2.180407803224451e-13
1086,-1.1560036995925772e-13,-2.268828420319396e-13
1087,-1.1932756762718317e-13,-2.351522165360819e-13
1088,-1.2270378526400725e-13,-2.4282818398696404e-13
1089,-1.2572491936091956e-13,-2.4989151138478936e-13
1090,-1.283878351126073e-13,-2.563245007683235e-13
1091,-1.3069036214302585e-13,-2.621110335591225e-13
1092,-1.3263128775715416e-13,-2.6723661094844494e-13
1093,-1.3421034776813856e-13,-2.71688390225648e-13
1094,-1.354282149550504e-13,-2.754552169570435e-13
1095,-1.3628648521199057e-13,-2.785276529345863e-13
1096,-1.367876614548417e-13,-2.808979998243655e-13
1097,-1.369351353568809e-13,-2.8256031845564663e-13
1098,-1.3673316698952254e-13,-2.8351044370213164e-13
1099,-1.361868624489469e-13,-2.837459949181508e-13
1100,-1.3530214955375673e-13,-2.8326638190363924e-13
1101,-1.3408575170283556e-13,-2.820728063829487e-13
1102,-1.3254515998632485e-13,-2.8016825899379253e-13
1103,-1.3068860364611896e-13,-2.775575117938661e-13
1104,-1.2852501898541913e-13,-2.742471063039198e-13
1105,-1.260640168297003e-13,-2.7024533711724304e-13
1106,-1.233158486440587e-13,-2.6556223111662774e-13
1107,-1.2029137141401177e-13,-2.6020952235088496e-13
1108,-1.1700201139885416e-13,-2.5420062263386897e-13
1109,-1.1345972686815799e-13,-2.4755058793966465e-13
1110,-1.0967696993329769e-13,-2.4027608067815377e-13
1111,-1.0566664758688433e-13,-2.3239532794547255e-13
1112,-1.0144208206352913e-13,-2.239280758539719e-13
1113,-9.701697063578478e-14,-2.1489554005611216e-13
1114,-9.240534495902942e-14,-2.0532035258625973e-13
1115,-8.762153007883166e-14,-1.9522650515357924e-13
1116,-8.268010321371367e-14,-1.8463928902810791e-13
1117,-7.759585242530934e-14,-1.7358523167063237e-13
1118,-7.238373528680667e-14,-1.6209203026515813e-13
1119,-6.70588376590126e-14,-1.5018848232049063e-13
1120,-6.163633268170285e-14,-1.3790441351484403e-13
1121,-5.613144008590807e-14,-1.2527060296424835e-13
1122,-5.0559385930475875e-14,-1.1231870610201241e-13
1123,-4.493536286382311e-14,-9.908117536247529e-14
1124,-3.9274491008954144e-14,-8.559117886778199e-14
1125,-3.3591779566929064e-14,-7.188251732142287e-14
1126,-2.7902089230689544e-14,-5.798953931676936e-14
1127,-2.2220095497866697e-14,-4.394705527280795e-14
1128,-1.6560252967473516e-14,-2.9790250212728104e-14
1129,-1.093676070173126e-14,-1.555459560387737e-14
1130,-5.363528730282352e-15,-1.275760480018234e-15
1131,1.45854230049971e-16,1.3010477931449794e-14
1132,5.578151770979358e-15,2.7268323853357415e-14
1133,1.0920509439410338e-14,4.146205264911133e-14
1134,1.6160482974881885e-14,5.5556100334789344e-14
1135,2.128606508231808e-14,6.951515268870207e-14
1136,2.6285710689159297e-14,8.33042337351473e-14
1137,3.114836064084108e-14,9.688879338065295e-14
1138,3.5863463793166224e-14,1.1023479398311459e-13
1139,4.0420997465229125e-14,1.2330879563694753e-13
1140,4.4811486221152666e-14,1.3607803996052377e-13
1141,4.902601895400924e-14,1.4851053217598353e-13
1142,5.3056264250070674e-14,1.605751212757497e-13
1143,5.689448401647461e-14,1.7224157807488106e-13
1144,6.053354536025708e-14,1.834806709536952e-13
1145,6.396693071148747e-14,1.9426423910087933e-13
1146,6.718874618815659e-14,2.0456526307357175e-13
1147,7.01937282050105e-14,2.1435793249760937e-13
1148,7.297724833336758e-14,2.2361771073833176e-13
1149,7.553531642338592e-14,2.3232139637987314e-13
1150,7.786458200481954e-14,2.4044718135892085e-13
1151,7.996233398661106e-14,2.47974705607271e-13
1152,8.18264986800062e-14,2.548851080662691e-13
1153,8.345563617388532e-14,2.6116107394531396e-13
1154,8.484893509516561e-14,2.6678687810601315e-13
1155,8.6006205790836e-14,2.717484244632858e-13
1156,8.692787197194816e-14,2.7603328130468956e-13
1157,8.761496086348849e-14,2.796307124394725e-13
1158,8.806909190728487e-14,2.825317040993098e-13
1159,8.829246406846452e-14,2.8472898752331187e-13
1160,8.828784179886146e-14,2.8621705717072274e-13
1161,8.805853971369273e-14,2.8699218451567177e-13
1162,8.76084060404272e-14,2.870524273894146e-13
1163,8.694180490120696e-14,2.8639763484665533e-13
1164,8.60635974924559e-14,2.8502944754375683e-13
1165,8.497912222732997e-14,2.8295129362789207e-13
1166,8.36941739084936e-14,2.801683801474348e-13
1167,8.22149820003596e-14,2.766876800051164e-13
1168,8.054818807132801e-14,2.725179144866311e-13
1169,7.870082247777782e-14,2.6766953140847536e-13
1170,7.668028036254911e-14,2.621546789397682e-13
1171,7.44942970414731e-14,2.559871751636471e-13
1172,7.215092285203286e-14,2.4918247345450645e-13
1173,6.965849753868479e-14,2.4175762375783015e-13
1174,6.702562424943605e-14,2.3373122986963524e-13
1175,6.426114321833414e-14,2.2512340282256847e-13
1176,6.13741052082144e-14,2.1595571049545127e-13
1177,5.837374478765468e-14,2.0625112357253812e-13
1178,5.526945351544058e-14,1.960339579878761e-13
1179,5.207075310499594e-14,1.8532981399900243e-13
1180,4.8787268640348966e-14,1.7416551204261828e-13
1181,4.542870191382633e-14,1.625690255329683e-13
1182,4.2004804954543244e-14,1.5056941077130488e-13
1183,3.8525353815051477e-14,1.381967341420571e-13
1184,3.500012268194167e-14,1.2548199677812314e-13
1185,3.1438858374322256e-14,1.1245705688404294e-13
1186,2.7851255292124692e-14,9.915454991169095e-14
1187,2.4246930874098987e-14,8.560780678846981e-14
1188,2.0635401623059602e-14,7.185077040293019e-14
1189,1.7026059753647812e-14,5.791791055704399e-14
1190,1.3428150515352118e-14,4.3844137598238536e-14
1191,9.850750240933752e-15,2.96647149475947e-14
1192,6.30274516776036e-15,1.5415170743379026e-14
1193,2.792811076744717e-15,1.1312088212974087e-15
1194,-6.706062092484127e-16,-1.3151380745481061e-14
1195,-4.079309428590059e-15,-2.7396811322379875e-14
1196,-7.42536754972746e-15,-4.1569389380845015e-14
1197,-1.0701132472744995e-14,-5.5633603932507484e-14
1198,-1.3899254733823523e-14,-6.955421550595062e-14
1199,-1.7012698185870626e-14,-8.329634444317129e-14
1200,-2.0034753631739087e-14,-9.682555829448605e-14
1201,-2.2959051389614142e-14,-1.1010795809290657e-13
1202,-2.5779572773303782e-14,-1.2311026329181427e-13
1203,-2.8490660473344085e-14,-1.3579989515311287e-13
1204,-3.10870278279717e-14,-1.4814505837692115e-13
1205,-3.356376697616092e-14,-1.6011482076827454e-13
1206,-3.591635588804005e-14,-1.716791907412119e-13
1207,-3.814066427105151e-14,-1.828091924660776e-13
1208,-4.0232958353290896e-14,-1.9347693847171502e-13
1209,-4.2189904548419603e-14,-2.0365569952066366e-13
1210,-4.4008572009479065e-14,-2.1331997158227015e-13
1211,-4.5686434081802084e-14,-2.2244553973590552e-13
1212,-4.72213686680078e-14,-2.3100953884417226e-13
1213,-4.861165752077448e-14,-2.389905108440781e-13
1214,-4.9855984481742813e-14,-2.463684585126259e-13
1215,-5.0953432687394404e-14,-2.531248955721063e-13
1216,-5.1903480765255205e-14,-2.592428930095418e-13
1217,-5.27059980460764e-14,-2.647071214942387e-13
1218,-5.3361238819901166e-14,-2.6950388978714544e-13
1219,-5.386983566608077e-14,-2.7362117904579265e-13
1220,-5.4232791889262927e-14,-2.770486729388551e-13
1221,-5.4451473095352095e-14,-2.797777834948801e-13
1222,-5.452759794314553e-14,-2.8180167262041567e-13
1223,-5.446322810907264e-14,-2.8311526923362303e-13
1224,-5.4260757503936794e-14,-2.837152819704425e-13
1225,-5.39229007819994e-14,-2.8360020743147593e-13
1226,-5.345268118399445e-14,-2.827703339489238e-13
1227,-5.285341775681002e-14,-2.812277408641357e-13
1228,-5.2128711993575396e-14,-2.7897629331758716e-13
1229,-5.128243393875396e-14,-2.7602163256433517e-13
1230,-5.031870780360392e-14,-2.723711618392193e-13
1231,-4.9241897137940735e-14,-2.680340278072241e-13
1232,-4.805658960462511e-14,-2.6302109764548123e-13
1233,-4.676758140354361e-14,-2.5734493181433495e-13
1234,-4.537986139202376e-14,-2.510197525856949e-13
1235,-4.3898594948738236e-14,-2.44061408407538e-13
1236,-4.2329107628069145e-14,-2.3648733419383403e-13
1237,-4.067686865174786e-14,-2.2831650763941133e-13
1238,-3.894747428426552e-14,-2.1956940166920706e-13
1239,-3.7146631138135514e-14,-2.1026793314105081e-13
1240,-3.528013945454247e-14,-2.0043540793051263e-13
1241,-3.3353876404270225e-14,-1.9009646253541036e-13
1242,-3.1373779453001883e-14,-1.792770023462931e-13
1243,-2.9345829834263305e-14,-1.6800413673757197e-13
1244,-2.7276036172239807e-14,-1.563061111419314e-13
1245,-2.51704182956844e-14,-1.4421223627822745e-13
1246,-2.3034991282918083e-14,-1.3175281471017518e-13
1247,-2.087574977668484e-14,-1.1895906491987343e-13
1248,-1.8698652606283282e-14,-1.0586304308638507e-13
1249,-1.650960775295877e-14,-9.249756276537497e-14
1250,-1.431445769305062e-14,-7.88961126710555e-14
1251,-1.211896515181822e-14,-6.509277276644652e-14
1252,-9.928799299248222e-15,-5.112212887219489e-14
1253,-7.749522417434662e-15,-3.701918600791087e-14
1254,-5.586577067397609e-15,-2.281928068315229e-14
1255,-3.4452737814184127e-15,-8.55799235783352e-15
1256,-1.3307793051099639e-15,5.728945706125241e-15
1257,7.518945883770903e-16,2.000573597849668e-14
1258,2.7979016915701638e-15,3.4236606355486674e-14
1259,4.802571344747854e-15,4.838589979076377e-14
1260,6.761417790254076e-15,6.241816363819927e-14
1261,8.670148884430509e-15,7.629823848245956e-14
1262,1.052467415443735e-14,8.999134623487577e-14
1263,1.2321112189282536e-14,1.0346317727385854e-13
1264,1.4055797356263352e-14,1.1667997641150604e-13
1265,1.5725285836043076e-14,1.2960862747103555e-13
1266,1.7326360971467374e-14,1.422167362630812e-13
1267,1.8856037927220527e-14,1.5447271175298106e-13
1268,2.0311567659224473e-14,1.6634584521566735e-13
1269,2.169044019466356e-14,1.778063871798314e-13
1270,2.2990387225258002e-14,1.8882562196856982e-13
1271,2.4209384018272406e-14,1.993759396497428e-13
1272,2.534565065148349e-14,2.0943090521576447e-13
1273,2.6397652580032703e-14,2.1896532481948896e-13
1274,2.7364100544780768e-14,2.2795530890022285e-13
1275,2.824394983335961e-14,2.363783320417144e-13
1276,2.9036398906693804e-14,2.4421328941211205e-13
1277,2.9740887405246164e-14,2.514405496444959e-13
1278,3.03570935506709e-14,2.5804200402547533e-13
1279,3.0884930959920715e-14,2.6400111186860807e-13
1280,3.1324544890157715e-14,2.693029419589472e-13
1281,3.167630793402523e-14,2.739342099648846e-13
1282,3.194081518600048e-14,2.778833117235345e-13
1283,3.2118878901617306e-14,2.811403523162696e-13
1284,3.2211522672347676e-14,2.836971708615526e-13
1285,3.2219975139844035e-14,2.85547360962943e-13
1286,3.2145663274094384e-14,2.8668628676104346e-13
1287,3.1990205240788424e-14,2.871110945491675e-13
1288,3.1755402883885666e-14,2.8682071992362206e-13
1289,3.1443233849957275e-14,2.8581589045069116e-13
1290,3.1055843381400054e-14,2.840991238436362e-13
1291,3.0595535806037644e-14,2.816747216542828e-13
1292,3.0064765750999445e-14,2.7854875849499827e-13
1293,2.9466129109002385e-14,2.747290668180677e-13
1294,2.8802353785377794e-14,2.702252172906032e-13
1295,2.8076290254285963e-14,2.650484948141616e-13
1296,2.729090195256639e-14,2.592118702491539e-13
1297,2.64492555396715e-14,2.527299679148959e-13
1298,2.555451105194946e-14,2.4561902894672893e-13
1299,2.4609911979392172e-14,2.3789687060203703e-13
1300,2.3618775292663563e-14,2.295828416170924e-13
1301,2.2584481447879996e-14,2.2069777372662824e-13
1302,2.1510464396226982e-14,2.1126392946758272e-13
1303,2.0400201624992185e-14,2.0130494639780838e-13
1304,1.925720425605676e-14,1.9084577786951244e-13
1305,1.8085007227312805e-14,1.799126305058264e-13
1306,1.6887159581761648e-14,1.6853289853716395e-13
1307,1.566721488838474e-14,1.5673509516189577e-13
1308,1.4428721818064427e-14,1.445487811033239e-13
1309,1.3175214897040384e-14,1.3200449054196471e-13
1310,1.1910205459502116e-14,1.1913365460872534e-13
1311,1.0637172820019646e-14,1.0596852263066999e-13
1312,9.359555685560928e-15,9.25420813267038e-14
1313,8.080743825839625e-15,7.888797215563847e-14
1314,6.804070019750167e-15,6.504040702373343e-14
1315,5.532802294550833e-15,5.10340825629167e-14
1316,4.270136473415969e-15,3.690409319447121e-14
1317,3.0191890458475453e-15,2.268584319601097e-14
1318,1.7829903743336067e-15,8.414957992097644e-15
1319,5.644782494763537e-16,-5.8728051092918626e-15
1320,-6.335081953078419e-16,-2.014164651070616e-14
1321,-1.8082341996040453e-15,-3.435581402514136e-14
1322,-2.957074713580784e-15,-4.847969245716676e-14
1323,-4.077519349748455e-15,-6.247789284080283e-14
1324,-5.167176942493569e-15,-7.631534111055576e-14
1325,-6.223779710155135e-15,-8.995736598343354e-14
1326,-7.245187015562202e-15,-1.03369785831745e-13
1327,-8.229388722112004e-15,-1.165189943290127e-13
1328,-9.174508143620011e-15,-1.2937204465440348e-13
1329,-1.0078804587274691e-14,-1.418967320446941e-13
1330,-1.0940675490165438e-14,-1.5406167448692733e-13
1331,-1.1758658150915346e-14,-1.6583639134957532e-13
1332,-1.2531431059031508e-14,-1.7719137975519e-13
1333,-1.3257814825614491e-14,-1.8809818850318097e-13
1334,-1.3936772720076162e-14,-1.9852948935749853e-13
1335,-1.4567410818505122e-14,-2.0845914552060273e-13
1336,-1.5148977770252312e-14,-2.1786227712214953e-13
1337,-1.5680864190223506e-14,-2.267153235583065e-13
1338,-1.6162601685249323e-14,-2.3499610252548584e-13
1339,-1.6593861523730827e-14,-2.4268386560061624e-13
1340,-1.6974452958551032e-14,-2.4975935022864003e-13
1341,-1.7304321214015753e-14,-2.5620482798701403e-13
1342,-1.7583545148276768e-14,-2.620041490062666e-13
1343,-1.7812334603376708e-14,-2.6714278243531145e-13
1344,-1.7991027455666792e-14,-2.716078528501298e-13
1345,-1.8120086379937247e-14,-2.7538817251459343e-13
1346,-1.8200095341116155e-14,-2.7847426941259557e-13
1347,-1.823175582789072e-14,-2.8085841098125274e-13
1348,-1.8215882843032877e-14,-2.82534623485711e-13
1349,-1.815340066559829e-14,-2.834987069870102e-13
1350,-1.8045338400515387e-14,-2.837482458655036e-13
1351,-1.7892825331361622e-14,-2.832826148734645e-13
1352,-1.7697086092374022e-14,-2.8210298070171475e-13
1353,-1.7459435675936378e-14,-2.802122990563498e-13
1354,-1.7181274291927198e-14,-2.776153072528845e-13
1355,-1.6864082095420313e-14,-2.7431851234637633e-13
1356,-1.6509413799276342e-14,-2.7033017482726574e-13
1357,-1.6118893188174428e-14,-2.656602879237932e-13
1358,-1.5694207550597233e-14,-2.603205525628348e-13
1359,-1.523710204519577e-14,-2.543243480519184e-13
1360,-1.47493740178393e-14,-2.4768669855586285e-13
1361,-1.4232867285488914e-14,-2.40424235452043e-13
